source_institution,parent_title,publication_date,year,month,url,document_type,category,region,relevance_score,keywords_detected,date_donnée,ville_commune,domaine,thème,intitulé_de_l'indicateur,source,donnée_indicateur,,mission_1,production_du_rapport_de_mise_en_œuvre,n°,bet,adresses,telephones,projet,taux_d’exécution,montant_ttc_+__moe,commentaires,date,city_town,domain,theme,indicator_title,data,villes,projets,cible_indicateurs,villes_projets,livrables,adamawa,"real_estate_agents:_
________________________________________total:_66___
________________________________________valid:_24___
________________________________________expired:_42","test
test",1-,"landlord_miju_sarl

professional_card:
expired

manager:
m._mbah_shupong_michael","aurora_building_materials_company_ltd_“abm”

activity_status:
________________________________
in_activity

manager:
m._tawah_che_crecy",descriptions_et_objectifs_principaux,budget_etendue,avancées_récentes,col_1,col_2,col_3,col_4,col_5,col_6,col_7,construction(*),maintenance,total,site___ville,localisation,superficie,situation,commune_bénéficiaire,métier_urbain,nombre_de_jeune_formé,année,"first_group_holding_company

professional_card:
expired

manager:
m._dima_gabriel","anucam_educational_boobs_plc

activity_status:
________________________________
in_activity

manager:
m.folefac_vincent_anu",structures,localisations,portes,délégations,types_de_logements,t4,t5,ville,type_de_logement,surface_utile_du_logement,coût_de_vente_de_logements_(en_m²),coût_total_de_vente_d’un_logement,"africa_kom’s_&_industry_co.ltd

professional_card:
expired

manager:
m._kommegne_félicien","achaff_sa

activity_status:
________________________________
in_activity

manager:
mme_ndecham_chefon_née_happi_gisèle_flore","abomo_essomba

professional_card:
expired

manager:
m._abomo_essomba","adibime_onana

professional_card:
expired

manager:
m._adibime_onana","africa_power_corporation_“apc”_sa

activity_status:
________________________________
in_activity

manager:
m._assako_ella_emmanuel_delphin","cabinet_2npg_immo_sarl

professional_card:
expired

manager:
m._nguetsop_ndogmo_pascalin_gaston",area,department,indicator,value,historical,n°_d'ordre,région,département,indicateur,valeur,historique,adamaoua,"agents_immobiliers:_
________________________________________total:_66___
________________________________________valide:_24___
________________________________________expiré:_42",formualire_de_connexion,utilisateur:,"agence_pour_la_promotion_fonciere_et_immobiliere_du_cameroun

activity_status:
________________________________
in_activity

manager:
m.aliou_moussa","etablissement_le_matinal

professional_card:
expired

manager:
midja_essogo","etablissement_walid

activity_status:
________________________________
in_activity

manager:
m._ibrahim_bouba","immobilier_régional_du_grand_nord_sarl_«imeno_sarl»

professional_card:
valid

activity_status:
____________________________________
in_activity

manager:
m._alhadji_halidou_bello","société_civile_immobilière_teddy

activity_status:
________________________________
in_activity

manager:
m.amadou_logone","ets_nguekap

professional_card:
expired

manager:
m._nguekap_emmanuel","«les_constructions,_distributions_et_immobilières»_cdim_sarl

activity_status:
________________________________
in_activity

manager:
mme_tanegong_yatabong_cabrelle","avenir_bâtiments_et_travaux_publics_«avenir_btp»_sarl

activity_status:
________________________________
in_activity

manager:
m._ahounang_aboudem_nestor",assainissement,00
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Assainissement eaux usées,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,EST,LOM ET DJEREM,"Indicateur X1 b: Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rigole
                                    Indicateur X1 b: Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rigole
                                        %
                                        oui
                                        Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rigole
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","41,5 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Assainissement eaux usées,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,EST,LOM ET DJEREM,"Indicateur X1 c : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la fosse sceptique
                                    Indicateur X1 c : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la fosse sceptique
                                        %
                                        oui
                                        Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la fosse sceptique
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","7,3 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Assainissement eaux usées,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,EST,LOM ET DJEREM,"Indicateur X1 d : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rivière/ruisseau
                                    Indicateur X1 d : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rivière/ruisseau
                                        %
                                        oui
                                        Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la rivière/ruisseau
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","1,7 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Assainissement eaux usées,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,EST,LOM ET DJEREM,"Indicateur X1 e : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la nature
                                    Indicateur X1 e : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la nature
                                        %
                                        oui
                                        Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Versées dans la nature
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","35,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Assainissement eaux usées,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,EST,LOM ET DJEREM,"Indicateur X1 f : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Autre
                                    Indicateur X1 f : Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Autre
                                        %
                                        oui
                                        Proportion (%) des ménages selon le mode d'évacuation des eaux usées - Autre
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","0,5 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Logement,Accès à l´électricité,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,LITTORAL,WOURI,"Indicateur IPIE 19 : population branchée à l´électricité (%)
                                    Indicateur IPIE 19 : population branchée à l´électricité (%)
                                        %
                                        oui
                                        Population branchée à l´électricité (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes
                                        INS
                                        RAS","98,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeYAOUNDE,Logement,Accès à l´électricité,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,CENTRE,MFOUNDI,"Indicateur IPIE 19 : population branchée à l´électricité (%)
                                    Indicateur IPIE 19 : population branchée à l´électricité (%)
                                        %
                                        oui
                                        Population branchée à l´électricité (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes
                                        INS
                                        RAS","98,8 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeNGAOUNDERE,Logement,Accès à l´électricité,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,ADAMAOUA,VINA,"Indicateur IPIE 19 : population branchée à l´électricité (%)
                                    Indicateur IPIE 19 : population branchée à l´électricité (%)
                                        %
                                        oui
                                        Population branchée à l´électricité (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes
                                        INS
                                        RAS","83,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Logement,Accès à l´électricité,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,EST,LOM ET DJEREM,"Indicateur IPIE 19 : population branchée à l´électricité (%)
                                    Indicateur IPIE 19 : population branchée à l´électricité (%)
                                        %
                                        oui
                                        Population branchée à l´électricité (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes
                                        INS
                                        RAS","91,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Transport urbain,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,LITTORAL,WOURI,"Indicateur X2 : Part (%) dans la dépense totale de transport
                                    Indicateur X2 : Part (%) dans la dépense totale de transport
                                        %
                                        oui
                                        Part (%) dans la dépense totale de transport
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","40,9 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeYAOUNDE,Développement social et Élimination de la pauvreté,Transport urbain,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,CENTRE,MFOUNDI,"Indicateur X2 : Part (%) dans la dépense totale de transport
                                    Indicateur X2 : Part (%) dans la dépense totale de transport
                                        %
                                        oui
                                        Part (%) dans la dépense totale de transport
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","35,8 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeNGAOUNDERE,Développement social et Élimination de la pauvreté,Transport urbain,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,ADAMAOUA,VINA,"Indicateur X2 : Part (%) dans la dépense totale de transport
                                    Indicateur X2 : Part (%) dans la dépense totale de transport
                                        %
                                        oui
                                        Part (%) dans la dépense totale de transport
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","1,5 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Transport urbain,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,EST,LOM ET DJEREM,"Indicateur X2 : Part (%) dans la dépense totale de transport
                                    Indicateur X2 : Part (%) dans la dépense totale de transport
                                        %
                                        oui
                                        Part (%) dans la dépense totale de transport
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",1 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,LITTORAL,WOURI,"Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                    Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                        %
                                        oui
                                        Profondeur de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","0,6 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,LITTORAL,WOURI,"Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                    Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                        %
                                        oui
                                        Sévérité de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","0,1 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeYAOUNDE,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,CENTRE,MFOUNDI,"Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                    Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                        %
                                        oui
                                        Profondeur de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","1,1 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeYAOUNDE,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,CENTRE,MFOUNDI,"Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                    Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                        %
                                        oui
                                        Sévérité de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","0,3 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeNGAOUNDERE,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,ADAMAOUA,VINA,"Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                    Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                        %
                                        oui
                                        Profondeur de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","2,1 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeNGAOUNDERE,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,ADAMAOUA,VINA,"Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                    Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                        %
                                        oui
                                        Sévérité de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","0,6 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,EST,LOM ET DJEREM,"Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                    Indicateur OMD 2A : Profondeur de la pauvreté (%)
                                        %
                                        oui
                                        Profondeur de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","3,9 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,EST,LOM ET DJEREM,"Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                    Indicateur OMD 2B : Sévérité de la pauvreté (%)
                                        %
                                        oui
                                        Sévérité de la pauvreté (%)
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","1,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Logement,Favoriser l´accès aux services essentiels,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,LITTORAL,WOURI,"Indicateur ID4a : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet individuel SNEC/CAMWATER
                                    Indicateur ID4a : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet individuel SNEC/CAMWATER
                                        %
                                        oui
                                        Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet individuel SNEC/CAMWATER
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","16,6 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Logement,Favoriser l´accès aux services essentiels,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,LITTORAL,WOURI,"Indicateur ID4b : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Autres Robinet individuel
                                    Indicateur ID4b : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Autres Robinet individuel
                                        %
                                        oui
                                        Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Autres Robinet individuel
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","5,4 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Logement,Favoriser l´accès aux services essentiels,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,LITTORAL,WOURI,"Indicateur ID4c : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet collectif SNEC/CAMWATER
                                    Indicateur ID4c : Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet collectif SNEC/CAMWATER
                                        %
                                        oui
                                        Répartition des ménages selon le mode d'approvisionnement en eau de boisson - Robinet collectif SNEC/CAMWATER
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","2,6 %",,,,,,,,,,,,,,,
